id,date_account_created,timestamp_first_active,date_first_booking,gender,age,signup_method,signup_flow,language,affiliate_channel,affiliate_provider,first_affiliate_tracked,signup_app,first_device_type,first_browser,country_destination
ircdqgw3zs,2013-02-24,20130224201839,2013-02-25,MALE,25.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,DE
fqcdytr9ht,2011-05-07,20110507192052,2011-05-12,-unknown-,,basic,0,en,direct,direct,,Web,Other/Unknown,-unknown-,DE
6x3uesetpk,2012-09-18,20120918224520,2012-09-19,FEMALE,23.0,basic,3,en,sem-non-brand,google,omg,Web,Mac Desktop,Chrome,DE
a5bcfdvjtx,2012-08-21,20120821131052,2012-08-22,MALE,31.0,basic,0,es,direct,direct,untracked,Web,Mac Desktop,Firefox,DE
7govuhuqat,2013-01-25,20130125024128,2013-02-13,FEMALE,40.0,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,IE,DE
whyxcnnn7n,2012-06-10,20120610191335,2012-07-09,FEMALE,48.0,basic,0,en,sem-non-brand,google,untracked,Web,Mac Desktop,Safari,DE
vi09xvjwgz,2012-06-07,20120607110624,2012-06-07,-unknown-,28.0,basic,3,en,direct,direct,untracked,Web,Windows Desktop,Chrome,DE
uj9ljxm3vn,2014-03-25,20140325201757,2014-03-28,MALE,51.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,IE,DE
5r0d2so5vu,2013-06-12,20130612004626,2013-07-02,-unknown-,,basic,0,de,direct,direct,untracked,Web,Windows Desktop,Firefox,DE
iy4id9gt6m,2014-04-23,20140423040639,2014-04-25,FEMALE,25.0,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Chrome,DE
it9m3m7gpd,2012-08-12,20120812222711,2012-09-27,FEMALE,25.0,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,DE
yd2o3fa7b2,2012-05-29,20120529043057,2012-05-29,-unknown-,38.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,DE
my7q3rtych,2013-05-01,20130501021627,2013-05-21,FEMALE,59.0,basic,24,en,direct,direct,untracked,Moweb,iPad,Mobile Safari,DE
cvftz8ea7n,2011-11-01,20111101095631,2011-11-21,FEMALE,24.0,facebook,2,en,direct,direct,linked,Web,Mac Desktop,Safari,DE
1rx7fqmp2m,2012-07-03,20120703220035,2012-07-16,FEMALE,,basic,0,en,direct,direct,linked,Web,Windows Desktop,IE,DE
lafv1ldvxn,2014-04-23,20140423032802,2014-05-17,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,DE
ao41db6ngp,2013-04-08,20130408102036,2013-08-04,MALE,26.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,DE
q9gi9e2cqd,2013-11-02,20131102153811,2013-11-05,FEMALE,25.0,basic,23,de,direct,direct,untracked,Android,Other/Unknown,-unknown-,DE
hi30izgy3y,2011-08-01,20110801210556,2011-08-05,-unknown-,29.0,basic,3,en,direct,direct,untracked,Web,Windows Desktop,Chrome,DE
syjge1ko4p,2013-07-30,20130730040427,2013-07-30,FEMALE,21.0,facebook,0,es,seo,google,untracked,Web,Mac Desktop,Chrome,DE
kvj2lzxrmq,2013-08-24,20130824023800,2014-05-31,-unknown-,29.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,DE
q9vdz23j6w,2012-04-30,20120430172447,2012-05-02,FEMALE,44.0,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,DE
c4v0pn3k23,2013-02-25,20130225175915,2013-02-25,MALE,27.0,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,DE
ckph03dsp0,2013-04-15,20130415232442,2013-04-16,MALE,39.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,DE
zjpsfjjvrq,2013-06-11,20130611170713,2013-06-12,-unknown-,,basic,24,en,direct,direct,linked,Moweb,iPad,Mobile Safari,DE
6p0ygn44kx,2013-05-25,20130525163321,2013-05-30,FEMALE,29.0,facebook,0,en,sem-brand,google,linked,Web,Mac Desktop,Firefox,DE
s3lqu6w4fb,2014-05-20,20140520002715,2014-05-21,-unknown-,41.0,basic,0,en,sem-brand,google,untracked,Web,Mac Desktop,Safari,DE
mv65wp2iyt,2012-06-20,20120620223133,2012-06-28,-unknown-,26.0,basic,12,en,api,other,untracked,Web,Windows Desktop,Firefox,DE
zf1vb3425g,2013-08-28,20130828023413,2013-08-28,MALE,28.0,facebook,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,DE
9nfeja7ylx,2013-01-03,20130103213653,2013-03-08,-unknown-,,basic,0,en,direct,direct,untracked,Web,iPhone,Mobile Safari,DE
5ozxlvgi2a,2013-06-19,20130619175003,2013-06-25,MALE,36.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,DE
rgx1hvrjfu,2012-08-29,20120829230445,2012-10-31,MALE,48.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,DE
729hh4uvhq,2013-08-15,20130815170854,2013-09-25,-unknown-,18.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,DE
3c2xofjkvt,2012-04-23,20120423224606,2012-04-26,MALE,46.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,DE
zdpfmjtjju,2013-02-05,20130205195525,2013-02-05,FEMALE,34.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,DE
43w63q1jue,2013-06-26,20130626045702,2013-06-26,MALE,26.0,basic,0,en,sem-non-brand,google,linked,Web,Mac Desktop,Chrome,DE
eblbqy4mco,2013-02-07,20130207200348,2013-02-07,FEMALE,47.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,DE
fmcvyd05tx,2013-08-13,20130813172940,2013-09-16,FEMALE,38.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,DE
gwz3dq5rmu,2012-09-30,20120930140248,2012-09-30,FEMALE,24.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,DE
577wfxcykz,2011-05-11,20110511190311,2011-05-12,MALE,33.0,facebook,2,en,direct,direct,untracked,Web,Windows Desktop,Chrome,DE
e8pmatpkxj,2012-11-12,20121112031101,2012-11-14,MALE,56.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,DE
bfszdyh0yn,2014-05-23,20140523220355,2014-06-08,FEMALE,42.0,basic,0,en,sem-brand,bing,untracked,Web,Mac Desktop,Safari,DE
dyu0sssqo5,2011-10-06,20111006201018,2011-12-11,-unknown-,47.0,basic,0,nl,other,craigslist,untracked,Web,Mac Desktop,Firefox,DE
2aqpq2obub,2012-04-06,20120406234348,2012-04-07,MALE,43.0,basic,0,en,sem-brand,google,untracked,Web,Mac Desktop,Firefox,DE
b3pazruxlx,2013-04-03,20130403052513,2013-04-03,FEMALE,43.0,facebook,0,en,sem-non-brand,google,untracked,Web,Windows Desktop,Chrome,DE
jwyl2jhkfu,2014-06-24,20140624182335,2014-06-25,FEMALE,21.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,DE
uy6m5yn8l4,2013-12-02,20131202164135,2014-06-11,FEMALE,25.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,DE
ludn3ak02i,2012-07-08,20120708010004,2012-07-17,MALE,26.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,DE
fr59dlklaz,2012-05-20,20120520184023,2012-05-21,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,DE
1ink06ombf,2012-05-09,20120509033034,2012-05-09,FEMALE,33.0,facebook,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Firefox,DE
6ki6pbhflr,2013-11-06,20131106043131,2013-11-09,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,DE
zr031bunda,2012-02-13,20120213040940,2012-02-18,-unknown-,,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,DE
5dz1p7mte3,2012-10-30,20121030034155,2012-11-29,FEMALE,105.0,basic,0,en,direct,direct,linked,Web,iPhone,Mobile Safari,DE
hqr1z6rd3h,2013-03-04,20130304152104,2013-08-19,MALE,36.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,IE,DE
xoo9s72fcs,2013-12-03,20131203002859,2013-12-04,MALE,30.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,DE
v95e0vup5k,2012-08-16,20120816053432,2012-08-16,MALE,68.0,basic,0,en,other,other,tracked-other,Web,Windows Desktop,Firefox,DE
hhagajfbnr,2013-09-22,20130922222001,2013-09-23,-unknown-,33.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,DE
3budckshk8,2013-11-18,20131118003425,2014-03-25,MALE,45.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,DE
7vhpkvf0my,2013-03-10,20130310195444,2013-03-27,FEMALE,40.0,facebook,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,DE
jwu5ctdsx7,2012-12-24,20121224201045,2012-12-26,MALE,29.0,basic,0,de,direct,direct,untracked,Web,Mac Desktop,Firefox,DE
l076lecycd,2014-01-30,20140130063201,2014-01-30,MALE,32.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,DE
ciscp6r2z2,2011-06-09,20110609090139,2011-06-09,MALE,43.0,basic,2,en,other,craigslist,untracked,Web,Mac Desktop,Firefox,DE
9rkl5ccnpr,2012-12-03,20121203210929,2013-08-10,FEMALE,25.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,DE
b23lm9biy2,2012-07-17,20120717123859,2012-07-18,FEMALE,32.0,basic,3,en,direct,direct,untracked,Web,Mac Desktop,Firefox,DE
1899dx66ec,2010-08-19,20100819195713,2010-08-22,FEMALE,28.0,facebook,2,en,seo,google,untracked,Web,Mac Desktop,Chrome,DE
7nkhpmoff9,2014-04-01,20140401231956,2014-04-03,FEMALE,31.0,basic,0,en,direct,direct,untracked,Web,Other/Unknown,-unknown-,DE
t7pz8k2yps,2012-06-01,20120601171441,2012-06-01,-unknown-,30.0,basic,3,en,direct,direct,untracked,Web,Mac Desktop,Firefox,DE
6n2y9w70hc,2013-11-13,20131113054211,2014-06-15,-unknown-,36.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,DE
xtzecpdxme,2012-08-28,20120828085613,2012-09-07,FEMALE,32.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,DE
hduc4hb470,2013-05-27,20130527040519,2013-06-27,FEMALE,22.0,facebook,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,DE
2md8o4p8bq,2012-09-18,20120918142050,2012-10-19,-unknown-,,basic,0,en,direct,direct,omg,Web,Mac Desktop,Safari,DE
jo8jyi0xre,2013-02-07,20130207094247,2013-02-07,-unknown-,61.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Firefox,DE
refmwcvwf4,2012-02-04,20120204065433,2012-03-22,FEMALE,25.0,facebook,3,en,other,other,untracked,Web,Mac Desktop,Safari,DE
hx0he6pcq7,2012-05-02,20120502043332,2012-05-02,-unknown-,18.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,DE
wbuxrbi2u9,2013-04-25,20130425023150,2013-08-01,MALE,43.0,facebook,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Chrome,DE
pugs41tgep,2014-01-23,20140123100839,2014-01-24,MALE,36.0,facebook,0,en,seo,google,linked,Web,Windows Desktop,Chrome,DE
w34pv6ddp5,2012-07-13,20120713001557,2012-07-19,FEMALE,31.0,facebook,3,en,direct,direct,untracked,Web,Mac Desktop,Chrome,DE
vseo6s99du,2012-10-25,20121025201329,2012-10-26,MALE,56.0,facebook,0,en,sem-non-brand,google,linked,Web,Windows Desktop,IE,DE
f5mnb0bk34,2011-07-02,20110702052702,2011-07-02,-unknown-,,basic,0,en,sem-brand,google,,Web,Other/Unknown,-unknown-,DE
d52wqanyey,2013-04-23,20130423020805,2013-05-16,MALE,65.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,DE
ev97as047w,2010-08-09,20100809033115,2010-08-09,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,DE
wv3w7b8dp8,2013-09-05,20130905160420,2013-09-10,MALE,23.0,facebook,0,en,content,google,omg,Web,Mac Desktop,Chrome,DE
ti0s8bu4wq,2013-01-16,20130116191232,2013-01-29,MALE,57.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,DE
rggqe34a0n,2014-06-06,20140606031616,2014-12-05,MALE,30.0,basic,24,en,direct,direct,linked,Moweb,iPhone,Mobile Safari,DE
jsxdv676r7,2014-06-23,20140623133400,2014-10-05,FEMALE,42.0,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,DE
4690f6o7dn,2013-11-06,20131106232029,2014-09-22,MALE,24.0,facebook,0,en,direct,direct,omg,Web,Mac Desktop,Safari,DE
jnkne0x5cy,2013-01-31,20130131200620,2013-02-07,FEMALE,43.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Safari,DE
w1713sycko,2014-06-17,20140617034833,2014-07-08,MALE,35.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,DE
krh8zu3rft,2011-11-22,20111122194831,2011-11-30,FEMALE,36.0,basic,2,en,sem-non-brand,google,untracked,Web,Windows Desktop,Firefox,DE
gg225ecnns,2012-04-21,20120421065432,2012-07-04,MALE,31.0,basic,3,en,direct,direct,linked,Web,Mac Desktop,Safari,DE
a85pme9fml,2013-12-03,20131203190720,2014-02-04,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,DE
houwcnpu97,2013-03-28,20130328215433,2013-04-02,FEMALE,40.0,facebook,0,en,seo,yahoo,untracked,Web,Mac Desktop,Safari,DE
3zrbqwqty7,2011-03-21,20110321213503,2011-03-22,-unknown-,,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,DE
grvqsx2ifw,2012-05-23,20120523191722,2012-05-30,FEMALE,35.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,DE
4dqutatb8e,2013-05-23,20130523052702,2013-05-26,FEMALE,27.0,facebook,0,en,sem-brand,google,linked,Web,Mac Desktop,Safari,DE
za6mhoilfm,2014-04-07,20140407141749,2014-04-16,MALE,29.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,DE
3yqrkf3sjk,2013-04-25,20130425000735,2013-09-14,MALE,31.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,DE
tdgnyib0ur,2014-03-08,20140308142153,2014-08-26,MALE,35.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,DE
eufvpqjhhb,2012-07-24,20120724011320,2012-08-03,MALE,32.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,ES
bbmz2g41b8,2013-11-23,20131123065416,2013-11-23,-unknown-,,basic,24,en,direct,direct,linked,Moweb,Mac Desktop,Safari,ES
7o0c7igour,2014-04-01,20140401050827,2014-07-10,FEMALE,25.0,facebook,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,ES
5o9ynzv64b,2013-09-03,20130903231110,2013-09-06,FEMALE,55.0,basic,0,en,seo,google,linked,Web,Windows Desktop,Chrome,ES
4f7rnuiogv,2013-09-24,20130924074321,2013-09-24,FEMALE,33.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,ES
fow27pej90,2013-10-01,20131001191546,2013-10-03,MALE,30.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,ES
orbxhni2e7,2013-05-17,20130517090938,2013-05-17,-unknown-,29.0,basic,24,en,direct,direct,untracked,Moweb,iPhone,Mobile Safari,ES
pv49r66npk,2013-06-12,20130612035522,2013-06-12,-unknown-,30.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,ES
lt7fbus1xd,2011-08-31,20110831194256,2011-09-07,MALE,,basic,0,en,seo,google,untracked,Web,Windows Desktop,Chrome,ES
6pdlqz58e0,2014-05-09,20140509152955,2015-03-17,FEMALE,34.0,facebook,0,en,sem-brand,google,linked,Web,Mac Desktop,Safari,ES
uu6sce8yqk,2013-04-30,20130430030036,2013-05-06,MALE,26.0,basic,0,en,seo,google,linked,Web,Mac Desktop,Chrome,ES
pr2p7je9vv,2013-08-02,20130802184020,2013-08-02,MALE,24.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,ES
zmicpi8mqi,2014-06-26,20140626065356,2014-06-26,MALE,34.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,ES
emen61qsk2,2013-04-24,20130424043448,2013-04-24,-unknown-,,basic,0,en,seo,google,linked,Web,Mac Desktop,Chrome,ES
r6bjs7rm8j,2011-03-21,20110321021241,2011-03-26,-unknown-,,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Firefox,ES
e3d8msbc0k,2014-05-22,20140522154752,2014-05-26,-unknown-,,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,ES
j4d6bcnjgd,2012-12-30,20121230145417,2012-12-30,-unknown-,27.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,ES
46x752o4t1,2014-03-05,20140305151247,2014-03-06,-unknown-,46.0,basic,0,en,seo,google,linked,Web,iPad,Mobile Safari,ES
frcdtftcbh,2014-06-16,20140616203120,2014-07-24,-unknown-,,basic,0,en,sem-brand,google,linked,Web,iPad,Mobile Safari,ES
gokb1j7219,2014-04-29,20140429151551,2014-07-23,FEMALE,28.0,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,ES
poizwceb3c,2014-05-06,20140506051524,2014-05-06,-unknown-,,basic,23,en,sem-non-brand,google,untracked,Android,Android Tablet,-unknown-,ES
5e05qqtf71,2014-02-01,20140201224450,2014-07-24,MALE,24.0,facebook,12,en,api,other,untracked,iOS,Windows Desktop,Chrome,ES
qk6bw4w4uh,2014-01-02,20140102201206,2014-01-16,FEMALE,30.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,ES
1vlbpntkjk,2013-04-10,20130410215038,2013-04-11,FEMALE,27.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,ES
ies88wojvo,2012-07-07,20120707073323,2012-07-26,FEMALE,,basic,12,en,api,other,untracked,Web,Mac Desktop,Safari,ES
18eyegts2n,2013-02-07,20130207021014,2013-02-18,FEMALE,34.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,ES
9denqy2fez,2013-02-07,20130207221122,2013-02-13,-unknown-,,basic,0,en,direct,direct,linked,Web,iPad,Mobile Safari,ES
6y75agj8h9,2013-10-12,20131012192211,2013-10-13,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,ES
zh6horkx4p,2014-06-19,20140619052737,2014-06-29,FEMALE,24.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,ES
v64na5ik8r,2013-09-24,20130924212020,2013-09-25,FEMALE,27.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,ES
ow7qrqb5q9,2012-02-09,20120209064159,2012-04-22,FEMALE,34.0,facebook,0,en,direct,direct,tracked-other,Web,Mac Desktop,Safari,ES
ng6k68s0w4,2013-09-04,20130904224341,2013-09-07,FEMALE,39.0,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,IE,ES
j4egzz1fpi,2011-06-23,20110623230255,2011-07-14,-unknown-,,facebook,2,en,sem-brand,google,tracked-other,Web,Mac Desktop,Firefox,ES
3rj5dg9829,2014-06-16,20140616112319,2015-03-09,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,ES
sr44m58bqv,2014-03-14,20140314050610,2014-03-23,FEMALE,,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,ES
bzmgozv75j,2013-06-02,20130602165432,2013-11-18,FEMALE,56.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,IE,ES
fcm09xvbw0,2010-10-25,20101025063111,2010-10-27,-unknown-,38.0,basic,3,en,direct,direct,untracked,Web,iPhone,-unknown-,ES
2v6ciqrlnh,2013-03-06,20130306053346,2013-03-06,-unknown-,,basic,0,en,direct,direct,omg,Web,iPad,Mobile Safari,ES
wjkjve2m98,2013-06-02,20130602011906,2013-06-09,-unknown-,,basic,0,en,direct,direct,linked,Web,Windows Desktop,IE,ES
qw4hjl3j5x,2012-01-10,20120110005953,2012-01-18,-unknown-,,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,ES
rv9p43mwut,2013-02-23,20130223122043,2013-02-23,FEMALE,34.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,ES
xz5a0cdk8r,2014-06-08,20140608013520,2014-06-12,MALE,29.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,ES
whtd2voacn,2011-04-24,20110424232441,2011-05-04,-unknown-,,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,ES
thl6cz1hnh,2013-06-05,20130605173455,2013-06-18,-unknown-,24.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,ES
9cuverbc1j,2013-03-04,20130304173055,2013-03-05,FEMALE,37.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,ES
svt0geqblj,2014-03-11,20140311205928,2014-03-24,-unknown-,,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,ES
4hzmfvjs1j,2012-11-06,20121106011827,2012-11-06,-unknown-,,basic,0,en,direct,direct,untracked,Web,iPhone,Mobile Safari,ES
k35xl8ldp1,2013-05-25,20130525204746,2013-05-25,MALE,,basic,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,ES
l9oy4b8bdp,2013-12-13,20131213021024,2014-01-15,MALE,31.0,facebook,12,en,api,other,untracked,Android,Other/Unknown,-unknown-,ES
fp1058z0su,2014-03-09,20140309204957,2014-03-20,MALE,53.0,basic,0,en,direct,direct,untracked,Web,iPad,Mobile Safari,ES
bqonyvp82j,2013-10-15,20131015134848,2013-11-04,MALE,36.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,ES
21an4wq99t,2012-06-19,20120619031228,2012-07-20,FEMALE,32.0,basic,0,en,direct,direct,product,Web,Mac Desktop,Safari,ES
n4bw85tied,2014-06-01,20140601213144,2014-06-08,FEMALE,43.0,facebook,0,en,sem-brand,google,omg,Web,iPad,Mobile Safari,ES
hj0dhhbhiy,2010-09-29,20100929002316,2010-10-05,MALE,34.0,basic,2,en,direct,direct,untracked,Web,Windows Desktop,Chrome,ES
tx4fbedzeb,2014-02-21,20140221225108,2014-02-21,MALE,28.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,ES
rrtrj50bzn,2014-06-16,20140616220513,2014-06-17,FEMALE,21.0,basic,25,en,direct,direct,untracked,iOS,iPhone,Chrome Mobile,ES
mletlgmjef,2013-05-19,20130519034105,2013-05-29,MALE,31.0,basic,0,en,direct,direct,untracked,Web,iPhone,-unknown-,ES
ody9ej0ytx,2013-06-22,20130622111134,2013-06-22,MALE,30.0,facebook,0,en,direct,direct,linked,Web,iPhone,Mobile Safari,ES
8hln9yoam9,2010-08-16,20100816012715,2010-08-30,FEMALE,36.0,basic,0,en,seo,google,untracked,Web,Mac Desktop,Safari,ES
rqi4d8b5ec,2014-05-07,20140507032906,2014-08-17,MALE,33.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,ES
c8vmd5w2n6,2014-03-01,20140301005436,2014-03-01,FEMALE,32.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,ES
cb9pz6xdcx,2013-08-08,20130808015508,2013-08-14,MALE,25.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,ES
fld508a5i3,2013-07-29,20130729023808,2013-07-29,MALE,70.0,basic,0,en,sem-brand,google,linked,Web,iPad,Mobile Safari,ES
00e8bokexa,2014-02-28,20140228011649,2014-03-06,-unknown-,,basic,0,en,sem-brand,google,omg,Web,iPad,Mobile Safari,ES
anjfz51d1z,2013-12-13,20131213172544,2013-12-14,MALE,31.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,ES
u3kqaquerc,2013-06-26,20130626042938,2013-06-26,FEMALE,39.0,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,IE,ES
03p56fu0af,2014-05-21,20140521074356,2014-05-22,FEMALE,36.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,ES
87q3156grt,2013-02-27,20130227213618,2013-04-03,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,ES
w1ldoio5mb,2012-09-03,20120903114035,2012-09-04,FEMALE,36.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,ES
6r6q690kzp,2014-06-17,20140617213450,2014-07-07,MALE,31.0,facebook,25,fr,direct,direct,untracked,iOS,iPad,-unknown-,ES
zszbk0f1ba,2014-06-19,20140619200227,2014-06-19,FEMALE,25.0,basic,25,en,direct,direct,linked,iOS,iPhone,Mobile Safari,ES
z5s2osao4d,2013-12-18,20131218072244,2014-01-27,-unknown-,36.0,basic,0,en,direct,direct,untracked,Web,Android Tablet,IE,ES
5kg73oee3s,2013-03-13,20130313162017,2013-03-15,-unknown-,45.0,basic,24,en,direct,direct,untracked,Moweb,Mac Desktop,Safari,ES
667i8vxv7k,2012-12-01,20121201214129,2012-12-24,FEMALE,32.0,basic,0,en,sem-brand,bing,untracked,Web,Mac Desktop,Safari,ES
tur203wpbp,2013-03-28,20130328200025,2013-04-09,-unknown-,42.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,ES
pc49h1t7dz,2013-05-05,20130505193622,2013-05-09,MALE,,basic,24,en,direct,direct,linked,Moweb,iPad,Mobile Safari,ES
yllv1de5af,2013-06-05,20130605220934,2013-06-06,MALE,46.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,IE,ES
1ywdd2pz3x,2013-12-07,20131207193218,2013-12-11,-unknown-,37.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,ES
zg7gz6bha6,2013-09-27,20130927000140,2014-01-15,FEMALE,31.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,ES
cf0o3awsay,2013-05-08,20130508151908,2013-05-09,FEMALE,32.0,basic,0,en,direct,direct,untracked,Web,iPhone,Mobile Safari,ES
963xpomaob,2011-08-29,20110829061231,2011-09-30,MALE,,basic,3,en,seo,google,,Web,Other/Unknown,-unknown-,ES
6f4o4rxmk4,2011-09-16,20110916195707,2011-09-18,-unknown-,87.0,basic,3,en,sem-non-brand,google,untracked,Web,Mac Desktop,Firefox,ES
mgaasflqnj,2013-10-03,20131003051552,2013-10-04,FEMALE,33.0,facebook,0,es,seo,facebook,linked,Web,Mac Desktop,Safari,ES
527vot08mx,2013-07-28,20130728210607,2013-08-04,MALE,22.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,ES
